,SNaPs1,SNaPs2,SNaPs3,SNaPs4,ESCs1,ESCs2,ESCs3,ESCs4
ENSG00000236188,0,0,0,0,0,0,0,0
ENSG00000236189,0,1,0,0,0,0,0,2
ENSG00000236190,0,0,0,0,0,0,0,0
ENSG00000236191,0,0,0,0,0,0,0,0
ENSG00000236193,0,0,0,0,0,0,0,0
ENSG00000236194,0,0,0,3,0,0,1,2
ENSG00000236195,0,0,0,0,0,0,0,0
ENSG00000236197,0,0,0,0,0,0,0,0
ENSG00000236199,0,0,0,0,0,0,0,0
ENSG00000236200,5,15,22,12,15,18,9,6
ENSG00000236202,0,0,0,0,0,0,0,0
ENSG00000236204,0,4,6,4,1,0,0,4
ENSG00000236205,0,0,0,0,0,0,0,0
ENSG00000236206,0,0,0,0,0,0,0,0
ENSG00000236208,0,0,0,0,0,0,0,0
ENSG00000236209,0,3,0,1,0,0,1,0
ENSG00000236211,0,0,0,0,0,0,0,0
ENSG00000236212,0,0,0,0,0,0,0,0
ENSG00000236213,0,0,0,0,0,0,0,0
ENSG00000236216,0,0,0,0,0,0,0,0
ENSG00000236217,0,0,0,0,0,0,0,1
ENSG00000236226,0,0,0,0,0,0,0,0
ENSG00000236229,1,5,21,11,5,9,5,9
ENSG00000236230,0,0,0,0,0,0,0,0
ENSG00000236231,0,0,0,0,0,0,0,0
ENSG00000236232,0,0,0,0,0,0,0,0
ENSG00000236234,0,0,0,0,0,0,0,0
ENSG00000236235,0,0,0,0,0,0,0,0
ENSG00000236238,0,0,0,0,0,0,0,0
ENSG00000236240,0,0,0,0,0,0,0,0
ENSG00000236241,0,2,0,0,0,0,0,0
ENSG00000236242,0,0,0,0,0,0,0,0
ENSG00000236243,0,1,0,1,0,0,1,0
ENSG00000236244,0,0,0,0,0,0,0,0
ENSG00000236246,0,0,0,0,0,0,0,0
ENSG00000236248,0,0,0,0,0,3,0,0
ENSG00000236252,0,0,0,1,0,0,0,0
ENSG00000236253,0,0,0,0,1,0,0,0
ENSG00000236254,0,2,0,0,2,0,0,0
ENSG00000236255,3,2,3,3,11,8,4,2
ENSG00000236256,0,5,0,2,0,0,0,0
ENSG00000236257,0,0,2,2,0,0,2,3
ENSG00000236258,0,0,0,0,0,0,0,0
ENSG00000236259,0,0,0,0,1,2,1,0
ENSG00000236261,0,0,0,0,0,0,0,0
ENSG00000236262,0,0,0,0,0,0,0,0
ENSG00000236263,0,0,0,0,2,0,0,0
ENSG00000236264,18,16,22,30,34,43,14,10
ENSG00000236266,0,0,0,0,0,1,0,0
ENSG00000236267,0,0,0,0,0,0,0,0
ENSG00000236268,1,0,4,0,0,1,0,0
ENSG00000236269,0,4,0,0,0,0,3,0
ENSG00000236272,0,0,0,0,0,0,0,0
ENSG00000236274,0,2,1,0,0,0,1,2
ENSG00000236276,0,0,0,1,0,0,0,0
ENSG00000236277,0,0,0,0,0,0,0,0
ENSG00000236278,0,0,0,0,0,0,0,0
ENSG00000236279,0,2,3,1,2,1,1,2
ENSG00000236280,0,0,0,0,0,0,0,0
ENSG00000236281,1,0,3,0,2,2,3,5
ENSG00000236283,1,0,0,1,0,0,0,0
ENSG00000236284,0,0,0,0,0,0,0,0
ENSG00000236285,0,1,1,0,1,2,2,4
ENSG00000236287,333,457,506,465,332,367,317,308
ENSG00000236289,2,0,0,0,0,0,0,1
ENSG00000236290,0,1,2,2,2,0,0,0
ENSG00000236292,0,0,0,0,0,0,0,0
ENSG00000236295,0,2,0,0,0,0,0,0
ENSG00000236296,0,0,0,0,0,0,0,0
ENSG00000236297,0,1,0,0,2,1,1,0
ENSG00000236299,0,0,0,0,0,0,0,0
ENSG00000236300,0,0,0,0,0,0,0,0
ENSG00000236301,0,0,0,3,1,3,2,0
ENSG00000236303,0,0,0,0,0,0,0,0
ENSG00000236304,0,0,0,0,0,0,1,0
ENSG00000236305,0,0,0,0,1,0,3,0
ENSG00000236306,0,0,0,0,0,0,0,0
ENSG00000236307,1,4,1,9,8,5,5,3
ENSG00000236308,0,0,0,0,0,0,0,0
ENSG00000236309,0,0,0,0,0,0,0,0
ENSG00000236310,0,0,0,0,0,0,0,0
ENSG00000236311,0,0,0,0,0,0,0,0
ENSG00000236312,15,21,15,14,18,14,11,3
ENSG00000236313,0,0,0,0,0,0,0,0
ENSG00000236316,0,0,3,0,0,0,0,0
ENSG00000236317,0,0,0,0,0,0,0,0
ENSG00000236318,0,0,0,0,0,0,0,0
ENSG00000236319,1,0,4,5,4,9,5,3
ENSG00000236320,0,0,0,0,0,0,0,0
ENSG00000236323,0,0,0,0,0,0,0,0
ENSG00000236324,0,0,0,0,0,0,0,0
ENSG00000236325,0,0,0,1,0,0,0,0
ENSG00000236326,1,3,13,5,7,17,7,3
ENSG00000236327,0,1,0,0,0,0,0,2
ENSG00000236330,24,20,27,30,28,41,18,32
ENSG00000236332,0,0,0,0,0,0,0,0
ENSG00000236333,7,11,24,44,8,15,4,8
ENSG00000236334,1,0,2,2,2,0,1,0
ENSG00000236335,0,0,0,0,0,0,0,0
ENSG00000236336,0,0,0,0,0,0,0,0
ENSG00000236337,0,0,0,0,0,0,0,0
ENSG00000236339,0,0,0,0,0,0,0,0
ENSG00000236340,0,1,0,0,0,0,0,0
ENSG00000236341,0,0,0,0,0,0,0,0
ENSG00000236343,0,0,0,0,0,0,0,0
ENSG00000236345,1,0,0,2,0,2,0,0
ENSG00000236347,0,0,0,0,0,0,0,0
ENSG00000236348,0,1,0,0,0,0,0,0
ENSG00000236349,73,90,109,110,109,97,56,67
ENSG00000236352,1,0,0,1,2,3,1,0
ENSG00000236354,1,0,1,1,0,0,0,0
ENSG00000236355,0,0,0,0,0,0,0,0
ENSG00000236356,0,0,0,0,0,0,0,0
ENSG00000236357,0,0,0,0,0,0,0,0
ENSG00000236358,0,0,0,0,0,0,0,0
ENSG00000236359,0,2,0,0,0,0,0,0
ENSG00000236360,0,2,2,3,8,2,5,0
ENSG00000236362,0,0,0,0,0,0,0,0
ENSG00000236364,3,3,1,2,2,0,4,2
ENSG00000236365,0,0,0,0,0,0,0,0
ENSG00000236366,0,0,0,0,0,0,0,0
ENSG00000236371,0,0,0,0,0,0,0,0
ENSG00000236372,0,0,0,0,1,0,2,1
ENSG00000236373,0,0,0,0,0,0,0,0
ENSG00000236375,1,3,1,0,1,0,4,0
ENSG00000236376,0,0,0,0,0,0,0,0
ENSG00000236377,0,0,0,0,0,0,0,0
ENSG00000236378,0,0,0,0,0,0,0,0
ENSG00000236379,0,0,0,0,0,0,0,0
ENSG00000236380,0,0,0,0,0,0,1,0
ENSG00000236382,0,0,0,0,0,0,0,0
ENSG00000236383,0,1,0,2,3,2,2,4
ENSG00000236384,0,0,0,0,0,0,0,0
ENSG00000236385,0,0,0,0,0,0,0,0
ENSG00000236386,0,0,0,0,0,0,0,0
ENSG00000236387,0,0,0,0,0,0,0,0
ENSG00000236388,0,0,0,0,0,0,0,0
ENSG00000236389,0,0,0,0,0,0,0,0
ENSG00000236390,0,0,0,0,0,0,1,0
ENSG00000236391,0,0,0,0,0,0,0,0
ENSG00000236392,0,0,0,0,0,0,0,0
ENSG00000236393,0,0,0,0,0,0,0,0
ENSG00000236394,0,0,0,0,0,0,0,0
ENSG00000236395,0,0,0,0,0,0,0,0
ENSG00000236396,0,0,0,0,0,0,0,0
ENSG00000236397,10,16,12,5,3,5,0,2
ENSG00000236398,0,0,0,0,0,0,0,0
ENSG00000236400,0,0,0,0,0,0,0,0
ENSG00000236401,0,0,0,0,0,0,0,0
ENSG00000236403,0,0,0,0,0,0,0,0
ENSG00000236404,1,2,4,14,16,17,9,11
ENSG00000236405,0,0,0,0,0,0,0,0
ENSG00000236407,0,0,0,0,0,0,0,0
ENSG00000236408,0,0,0,0,0,0,0,0
ENSG00000236409,0,0,0,0,0,1,1,0
ENSG00000236411,2,0,0,1,0,0,0,0
ENSG00000236412,0,0,0,0,0,0,0,0
ENSG00000236413,0,0,0,0,0,0,0,0
ENSG00000236414,0,0,0,0,0,0,0,0
ENSG00000236417,0,0,0,0,0,0,0,0
ENSG00000236420,1,0,1,0,1,0,1,0
ENSG00000236423,0,0,0,0,4,1,1,0
ENSG00000236424,0,0,0,0,0,0,0,0
ENSG00000236425,0,0,0,0,0,0,0,0
ENSG00000236426,1,0,0,0,0,0,0,0
ENSG00000236427,0,0,0,0,0,0,0,0
ENSG00000236429,0,0,0,0,0,0,0,0
ENSG00000236430,0,0,1,1,0,3,0,0
ENSG00000236431,0,0,0,0,0,0,0,0
ENSG00000236432,4,3,14,6,6,2,10,9
ENSG00000236433,0,0,0,0,0,0,0,0
ENSG00000236434,0,0,0,0,0,0,0,0
ENSG00000236435,0,0,0,0,0,0,0,0
ENSG00000236436,0,0,0,0,0,0,0,0
ENSG00000236437,0,0,0,0,0,0,0,0
ENSG00000236438,7,7,3,5,11,24,28,18
ENSG00000236439,11,38,10,6,35,9,10,0
ENSG00000236440,0,0,0,0,0,0,0,0
ENSG00000236442,0,0,0,0,0,0,0,0
ENSG00000236444,0,13,6,7,5,0,0,4
ENSG00000236445,0,0,0,0,0,0,0,0
ENSG00000236446,0,0,0,1,0,0,0,0
ENSG00000236447,0,1,0,0,0,0,0,0
ENSG00000236449,7,2,1,3,4,0,2,1
ENSG00000236450,0,0,0,0,0,0,0,0
ENSG00000236451,0,0,0,0,0,0,0,0
ENSG00000236452,0,0,0,0,0,0,0,0
ENSG00000236453,0,0,0,0,0,0,0,0
ENSG00000236456,0,5,0,1,4,3,1,4
ENSG00000236457,0,0,0,0,0,0,0,0
ENSG00000236459,6,7,10,7,7,5,3,0
ENSG00000236460,0,0,0,0,0,0,0,0
ENSG00000236461,0,0,0,0,0,0,0,0
ENSG00000236463,0,0,0,0,0,0,0,0
ENSG00000236464,0,0,0,0,0,0,0,0
ENSG00000236466,0,0,0,0,0,0,0,0
ENSG00000236467,0,0,0,0,0,0,0,0
ENSG00000236468,0,1,2,2,1,1,2,5
ENSG00000236469,0,0,0,0,0,0,0,0
ENSG00000236471,0,0,0,0,0,0,0,0
ENSG00000236472,0,0,0,0,0,0,0,0
ENSG00000236473,0,0,0,0,0,0,0,0
ENSG00000236474,0,0,0,0,0,0,0,0
ENSG00000236475,0,0,0,0,0,0,0,0
ENSG00000236476,0,0,0,0,0,0,0,0
ENSG00000236477,0,0,0,0,0,0,0,0
ENSG00000236478,3,7,2,0,1,0,0,2
ENSG00000236480,0,10,14,15,2,0,3,1
ENSG00000236481,0,0,1,0,0,0,0,0
ENSG00000236483,0,0,0,0,1,0,0,0
ENSG00000236484,0,1,1,2,5,5,3,3
ENSG00000236485,0,0,0,0,0,0,0,1
ENSG00000236487,0,0,0,0,0,0,0,0
ENSG00000236489,0,0,0,0,0,0,0,1
ENSG00000236491,0,4,0,0,0,0,0,0
ENSG00000236493,1,3,1,4,7,6,7,7
ENSG00000236494,0,0,1,0,0,0,1,0
ENSG00000236495,0,0,0,0,0,0,0,0
ENSG00000236496,1,0,0,2,1,0,5,0
ENSG00000236497,0,0,0,0,0,0,0,0
ENSG00000236498,4,5,8,9,9,22,9,15
ENSG00000236499,1,2,0,0,0,0,0,0
ENSG00000236500,0,0,0,0,0,0,0,0
ENSG00000236501,0,0,0,0,0,0,0,0
ENSG00000236502,1,5,3,1,0,1,1,1
ENSG00000236503,0,0,0,0,0,0,0,0
ENSG00000236504,0,0,0,0,0,0,0,0
ENSG00000236505,0,0,0,0,0,0,0,0
ENSG00000236507,0,0,0,0,0,0,0,0
ENSG00000236508,0,0,0,0,0,0,0,0
ENSG00000236509,0,0,0,0,0,0,0,0
ENSG00000236510,0,0,1,0,0,0,0,0
ENSG00000236511,0,0,0,0,0,0,0,0
ENSG00000236512,0,0,0,0,0,0,0,0
ENSG00000236513,0,0,0,0,0,0,0,0
ENSG00000236514,0,0,0,1,0,0,0,0
ENSG00000236516,0,0,0,0,0,0,2,0
ENSG00000236519,3,5,1,2,3,0,0,0
ENSG00000236520,0,0,0,1,0,0,0,0
ENSG00000236521,0,0,0,0,0,0,0,0
ENSG00000236523,0,5,2,10,1,5,4,8
ENSG00000236525,0,0,0,0,0,0,0,0
ENSG00000236526,16,23,11,12,1,0,4,2
ENSG00000236527,0,0,3,0,0,3,0,0
ENSG00000236528,0,0,0,0,0,0,0,0
ENSG00000236529,0,0,0,0,0,0,0,0
ENSG00000236530,2,7,10,6,4,6,10,2
ENSG00000236531,0,0,0,0,0,0,0,0
ENSG00000236532,0,0,0,0,0,0,0,0
ENSG00000236533,1,0,0,0,2,4,2,2
ENSG00000236534,0,4,4,2,2,0,6,2
ENSG00000236535,0,0,0,0,0,0,0,0
ENSG00000236536,0,0,0,0,0,0,0,0
ENSG00000236538,0,0,0,0,0,0,0,0
ENSG00000236539,7,5,8,7,2,5,3,2
ENSG00000236540,1,4,0,3,3,2,1,1
ENSG00000236541,0,0,0,0,0,0,0,0
ENSG00000236542,3,0,0,0,0,2,0,0
ENSG00000236543,0,0,0,0,0,0,0,0
ENSG00000236544,3,2,1,3,0,0,0,0
ENSG00000236545,0,0,0,0,0,0,0,0
ENSG00000236546,0,0,0,1,0,0,0,0
ENSG00000236548,0,1,2,1,0,0,0,0
ENSG00000236549,0,1,1,1,0,0,1,1
ENSG00000236550,0,0,0,0,0,0,0,0
ENSG00000236552,1435,1770,1923,2171,2033,2373,1725,1570
ENSG00000236554,1,2,0,1,4,1,3,0
ENSG00000236555,0,0,0,0,0,0,0,0
ENSG00000236556,0,0,0,0,0,0,0,0
ENSG00000236559,0,0,0,0,0,0,0,0
ENSG00000236562,2,2,2,4,4,3,7,4
ENSG00000236564,0,0,0,0,0,0,0,0
ENSG00000236565,1,8,6,10,2,0,10,7
ENSG00000236567,0,0,0,1,0,0,0,0
ENSG00000236569,0,0,0,0,0,2,0,0
ENSG00000236570,1,1,0,0,0,0,0,0
ENSG00000236571,0,0,0,0,0,0,0,0
ENSG00000236572,0,0,0,0,0,0,0,0
ENSG00000236574,0,0,0,0,0,0,0,0
ENSG00000236576,0,0,2,0,0,0,0,0
ENSG00000236577,0,0,0,0,0,0,0,0
ENSG00000236580,0,0,0,0,0,0,0,0
ENSG00000236581,0,3,3,0,0,1,0,0
ENSG00000236582,3,2,1,0,2,0,0,2
ENSG00000236583,2,1,0,1,0,2,1,0
ENSG00000236590,0,0,0,0,0,0,0,0
ENSG00000236591,0,0,0,0,0,0,0,0
ENSG00000236592,0,0,0,1,0,2,0,0
ENSG00000236594,0,0,0,0,0,0,0,0
ENSG00000236595,0,0,0,0,0,0,0,0
ENSG00000236596,0,0,0,0,0,0,0,0
ENSG00000236597,0,0,0,0,0,0,0,0
ENSG00000236599,0,0,0,0,0,0,0,0
ENSG00000236601,4,0,0,0,0,0,0,0
ENSG00000236603,102,147,152,141,215,190,140,161
ENSG00000236604,0,0,0,0,0,0,0,0
ENSG00000236605,0,0,0,0,0,0,0,0
ENSG00000236606,0,0,0,0,0,0,0,0
ENSG00000236607,0,0,0,0,0,0,0,0
ENSG00000236608,0,2,0,0,5,0,1,2
ENSG00000236609,5,6,11,9,3,6,1,2
ENSG00000236610,0,0,0,0,0,0,0,0
ENSG00000236611,0,0,0,0,0,0,0,0
ENSG00000236612,0,0,0,0,0,0,0,0
ENSG00000236615,0,0,0,0,0,0,0,0
ENSG00000236616,0,0,0,0,1,0,0,0
ENSG00000236617,1,1,0,1,1,4,0,0
ENSG00000236618,89,94,124,125,121,108,78,112
ENSG00000236620,0,0,0,0,0,0,0,0
ENSG00000236621,0,0,0,0,0,0,0,0
ENSG00000236626,0,0,0,0,0,0,0,0
ENSG00000236627,0,0,1,0,0,0,0,0
ENSG00000236634,0,0,0,0,0,0,0,0
ENSG00000236635,0,0,0,0,0,0,0,0
ENSG00000236636,0,0,0,0,0,0,0,0
ENSG00000236637,0,0,0,0,0,0,0,0
ENSG00000236638,0,0,0,0,0,0,0,0
ENSG00000236641,0,0,0,0,0,0,1,0
ENSG00000236643,0,0,0,0,0,0,0,0
ENSG00000236646,0,1,1,0,0,0,0,0
ENSG00000236647,0,0,0,0,0,0,0,0
ENSG00000236648,0,0,0,0,0,0,0,0
ENSG00000236651,0,0,0,0,0,0,0,0
ENSG00000236653,0,0,0,0,0,0,0,0
ENSG00000236654,1,0,0,5,0,0,0,0
ENSG00000236655,0,0,0,0,0,0,0,0
ENSG00000236656,0,0,0,0,0,0,0,0
ENSG00000236658,0,0,0,0,0,0,0,0
ENSG00000236660,0,0,0,0,0,0,0,0
ENSG00000236662,0,0,0,0,0,0,0,0
ENSG00000236663,0,0,0,0,0,0,0,0
ENSG00000236664,0,0,0,0,0,0,0,0
ENSG00000236665,0,0,0,0,0,0,0,0
ENSG00000236666,0,0,0,0,0,0,0,0
ENSG00000236667,0,0,0,0,0,2,0,0
ENSG00000236668,1,0,2,0,0,0,0,0
ENSG00000236670,2,2,2,5,0,4,0,0
ENSG00000236671,0,1,0,1,0,0,0,0
ENSG00000236673,0,0,0,0,315,381,351,365
ENSG00000236674,0,0,0,1,1,0,0,0
ENSG00000236675,0,0,0,0,0,0,0,5
ENSG00000236676,0,0,0,0,0,0,0,0
ENSG00000236677,0,0,0,0,0,1,0,0
ENSG00000236678,0,0,0,0,0,0,0,0
ENSG00000236679,1,0,0,0,0,2,0,3
ENSG00000236680,2,2,0,3,4,5,1,0
ENSG00000236681,0,0,0,0,0,0,0,0
ENSG00000236682,0,4,1,0,0,0,0,1
ENSG00000236683,0,0,0,0,1,2,0,0
ENSG00000236686,0,0,2,8,2,0,1,2
ENSG00000236687,0,0,0,0,0,0,0,0
ENSG00000236689,0,0,0,0,0,0,0,0
ENSG00000236690,0,0,0,0,0,0,0,0
ENSG00000236691,0,0,0,0,0,0,0,0
ENSG00000236692,0,0,0,0,0,0,0,0
ENSG00000236695,0,0,2,3,2,1,2,5
ENSG00000236698,64,54,93,79,127,177,102,139
ENSG00000236699,0,1,1,5,0,0,0,0
ENSG00000236700,0,0,0,0,0,0,0,0
ENSG00000236701,0,0,0,0,0,0,0,0
ENSG00000236703,0,0,0,0,0,0,0,0
ENSG00000236704,0,0,0,0,0,0,0,0
ENSG00000236708,0,1,0,0,0,0,1,0
ENSG00000236709,2,0,0,1,0,3,0,2
ENSG00000236710,0,0,0,0,0,0,0,0
ENSG00000236711,0,0,0,0,0,0,0,0
ENSG00000236712,0,0,0,0,0,0,0,0
ENSG00000236713,0,0,0,0,0,0,0,0
ENSG00000236714,1,3,5,5,49,76,62,68
ENSG00000236716,0,0,0,0,0,0,0,0
ENSG00000236717,0,0,0,0,0,0,0,0
ENSG00000236718,0,0,0,0,0,0,0,0
ENSG00000236719,0,0,0,0,0,0,0,0
ENSG00000236720,0,0,0,0,0,0,0,0
ENSG00000236722,0,0,0,0,0,0,0,0
ENSG00000236723,2,0,2,0,0,0,1,3
ENSG00000236724,0,0,0,0,0,0,0,0
ENSG00000236731,0,0,0,0,0,0,0,0
ENSG00000236732,0,0,0,0,0,0,0,0
ENSG00000236733,0,0,0,0,0,0,0,0
ENSG00000236735,0,2,7,4,0,2,4,0
ENSG00000236736,0,0,0,0,2,0,0,0
ENSG00000236737,0,0,0,0,0,0,0,0
ENSG00000236739,0,8,9,9,8,21,6,1
ENSG00000236740,0,0,0,1,0,0,0,0
ENSG00000236741,0,0,0,0,0,0,0,0
ENSG00000236743,0,0,0,0,0,0,0,0
ENSG00000236744,0,0,0,0,0,0,0,0
ENSG00000236745,2,0,1,2,1,0,1,0
ENSG00000236747,0,0,0,0,0,0,0,0
ENSG00000236748,0,0,0,0,0,0,0,0
ENSG00000236750,0,0,0,0,0,0,0,0
ENSG00000236751,0,1,0,0,0,0,0,0
ENSG00000236753,12,13,12,21,23,22,29,20
ENSG00000236754,0,0,0,0,0,0,0,0
ENSG00000236756,0,0,0,0,0,0,0,0
ENSG00000236758,0,0,0,0,0,0,0,0
ENSG00000236760,0,0,0,0,0,0,0,0
ENSG00000236761,0,0,0,0,0,7,0,1
ENSG00000236762,12,18,22,24,17,24,26,19
ENSG00000236763,0,0,0,0,0,0,0,0
ENSG00000236764,0,0,0,0,0,0,0,0
ENSG00000236768,2,0,0,1,0,0,0,1
ENSG00000236769,0,0,0,0,0,0,0,0
ENSG00000236770,0,0,0,0,0,0,0,0
ENSG00000236772,0,0,0,0,0,0,1,0
ENSG00000236773,1,0,2,0,2,0,1,1
ENSG00000236775,0,0,0,0,0,0,0,0
ENSG00000236776,0,0,0,0,0,0,0,2
ENSG00000236777,0,0,0,0,0,2,0,0
ENSG00000236778,12,24,22,15,18,9,3,2
ENSG00000236779,0,9,8,3,2,4,2,2
ENSG00000236780,0,1,0,0,1,1,1,0
ENSG00000236782,1,13,31,22,2,3,0,0
ENSG00000236783,0,0,0,0,0,0,0,0
ENSG00000236785,0,0,0,0,0,0,0,0
ENSG00000236786,0,0,0,0,0,0,0,0
ENSG00000236790,0,0,0,0,0,0,0,0
ENSG00000236791,0,0,0,0,0,0,0,0
ENSG00000236792,0,1,3,5,2,8,3,5
ENSG00000236794,0,0,0,0,0,0,0,0
ENSG00000236795,0,0,0,0,0,0,0,0
ENSG00000236796,0,0,0,0,0,0,0,0
ENSG00000236797,0,0,0,0,0,0,0,0
ENSG00000236799,0,0,0,0,0,0,0,0
ENSG00000236800,0,0,0,0,0,0,0,0
ENSG00000236801,19,31,39,42,26,29,14,31
ENSG00000236803,0,0,0,0,0,0,0,0
ENSG00000236804,4,2,4,1,1,0,0,2
ENSG00000236806,0,0,0,0,0,0,0,0
ENSG00000236807,0,0,0,0,0,0,0,0
ENSG00000236809,0,0,0,0,0,0,0,1
ENSG00000236810,66,36,95,68,39,47,44,37
ENSG00000236811,2,5,4,3,6,5,5,6
ENSG00000236813,6,0,0,4,6,5,6,0
ENSG00000236814,68,88,122,151,136,156,102,132
ENSG00000236816,0,0,0,0,0,1,0,0
ENSG00000236817,0,0,0,0,0,0,0,0
ENSG00000236818,0,0,0,0,0,0,0,0
ENSG00000236819,0,0,1,1,0,0,0,0
ENSG00000236822,0,0,0,0,0,0,0,0
ENSG00000236823,0,0,0,0,0,0,0,0
ENSG00000236824,31,29,40,38,19,23,35,28
ENSG00000236825,0,0,0,0,0,0,0,0
ENSG00000236827,0,0,0,0,0,0,0,0
ENSG00000236828,0,0,0,0,0,0,0,0
ENSG00000236829,9,13,10,13,10,5,8,5
ENSG00000236830,34,25,41,55,51,73,25,38
ENSG00000236831,0,0,0,0,0,0,0,0
ENSG00000236832,0,0,0,0,0,0,0,0
ENSG00000236833,0,0,0,0,0,0,1,0
ENSG00000236834,0,0,0,0,0,0,0,0
ENSG00000236836,0,0,0,0,0,0,0,0
ENSG00000236837,0,0,0,0,0,0,0,0
ENSG00000236838,0,0,0,0,0,0,0,0
ENSG00000236839,0,0,0,0,0,0,0,0
ENSG00000236841,0,0,0,0,0,0,0,0
ENSG00000236842,0,0,0,0,0,0,0,0
ENSG00000236844,0,0,2,0,1,4,2,2
ENSG00000236846,0,0,0,0,0,0,0,0
ENSG00000236847,0,0,0,0,0,0,0,0
ENSG00000236848,0,0,0,0,0,0,0,0
ENSG00000236849,0,0,0,0,0,0,0,0
ENSG00000236850,15,21,21,29,25,28,26,24
ENSG00000236852,8,9,11,6,16,12,4,11
ENSG00000236853,0,0,0,0,0,0,0,0
ENSG00000236854,0,0,0,0,0,0,0,0
ENSG00000236856,0,0,0,0,0,0,0,0
ENSG00000236857,0,0,0,3,0,0,0,0
ENSG00000236858,0,0,0,0,0,0,0,0
ENSG00000236859,107,152,189,152,51,72,56,64
ENSG00000236860,0,0,0,0,0,0,0,0
ENSG00000236861,0,0,0,1,0,0,0,0
ENSG00000236862,1,0,1,2,3,0,2,1
ENSG00000236863,1,0,0,1,0,0,0,0
ENSG00000236864,0,0,0,0,0,0,0,0
ENSG00000236866,0,0,0,0,0,0,0,0
ENSG00000236867,0,0,2,1,0,0,0,0
ENSG00000236869,0,3,0,0,0,0,0,0
ENSG00000236870,0,0,0,0,0,0,0,0
ENSG00000236871,0,0,0,0,0,0,0,0
ENSG00000236872,0,1,0,0,0,0,0,1
ENSG00000236874,0,0,0,0,0,0,0,0
ENSG00000236875,0,0,0,0,0,0,0,0
ENSG00000236876,0,0,0,0,0,0,0,0
ENSG00000236877,0,0,0,0,0,0,0,0
ENSG00000236878,0,0,0,0,0,0,0,3
ENSG00000236880,0,0,0,0,0,0,0,0
ENSG00000236882,0,0,2,3,0,0,0,0
ENSG00000236883,1,0,1,0,0,0,0,0
ENSG00000236885,0,0,0,0,0,0,0,0
ENSG00000236886,0,0,0,0,0,0,0,0
ENSG00000236887,1,3,1,0,2,1,0,1
ENSG00000236888,0,0,0,0,0,0,0,0
ENSG00000236889,0,0,0,0,0,0,0,0
ENSG00000236890,0,0,0,0,0,0,0,0
ENSG00000236892,0,0,0,0,0,0,0,0
ENSG00000236893,1,2,0,0,0,3,3,3
ENSG00000236894,0,0,0,0,0,0,0,0
ENSG00000236896,0,0,0,0,0,0,0,0
ENSG00000236897,0,0,0,0,0,0,0,0
ENSG00000236900,0,0,0,0,0,0,0,0
ENSG00000236901,50,94,89,92,150,105,87,54
ENSG00000236905,0,0,0,0,0,1,0,0
ENSG00000236907,0,0,0,0,0,0,0,0
ENSG00000236908,0,0,0,1,0,2,1,0
ENSG00000236909,1,0,0,0,0,0,0,0
ENSG00000236911,0,0,0,0,0,0,0,0
ENSG00000236913,0,0,1,0,0,0,0,1
ENSG00000236914,1,3,7,5,0,1,1,2
ENSG00000236915,0,0,0,0,0,0,0,0
ENSG00000236917,0,0,1,1,1,0,0,0
ENSG00000236919,0,0,0,0,0,0,0,0
ENSG00000236920,0,0,0,0,0,0,0,0
ENSG00000236921,0,0,0,0,0,0,0,0
ENSG00000236922,0,0,0,0,0,1,0,0
ENSG00000236924,17,30,14,36,85,68,68,38
ENSG00000236928,0,1,0,0,0,0,0,0
ENSG00000236929,0,0,0,1,0,0,0,0
ENSG00000236930,0,0,0,0,0,0,0,0
ENSG00000236932,0,0,0,0,0,0,0,0
ENSG00000236935,0,0,0,0,1,0,0,1
ENSG00000236936,0,0,0,0,0,0,0,0
ENSG00000236937,0,0,4,0,0,2,0,5
ENSG00000236938,0,0,0,0,0,0,0,0
ENSG00000236939,2,3,5,4,0,0,0,0
ENSG00000236940,0,0,0,0,0,0,0,0
ENSG00000236941,0,0,0,0,0,0,0,0
ENSG00000236942,3,0,1,0,0,0,0,0
ENSG00000236944,1,0,0,0,0,0,0,0
ENSG00000236946,0,1,0,0,0,0,1,0
ENSG00000236947,0,1,1,2,4,4,3,0
ENSG00000236948,0,0,0,0,0,0,0,0
ENSG00000236950,0,0,0,0,0,0,0,0
ENSG00000236951,0,0,0,0,0,0,0,0
ENSG00000236953,0,1,0,2,0,0,0,0
ENSG00000236956,0,0,0,0,0,0,0,0
ENSG00000236957,0,0,0,0,0,0,0,0
ENSG00000236958,0,0,0,0,0,0,0,0
ENSG00000236959,0,0,0,0,0,0,0,0
ENSG00000236960,0,0,0,0,0,0,0,0
ENSG00000236961,0,0,0,0,0,0,0,0
ENSG00000236963,0,0,0,0,0,0,0,0
ENSG00000236965,0,0,0,0,0,0,0,0
ENSG00000236966,0,0,0,0,0,0,0,0
ENSG00000236968,0,0,0,0,0,0,0,0
ENSG00000236969,0,0,0,0,0,0,0,0
ENSG00000236972,0,2,0,0,0,0,0,2
ENSG00000236973,0,0,0,1,1,0,0,0
ENSG00000236975,0,0,1,0,0,8,0,0
ENSG00000236976,1,2,2,2,1,2,2,2
ENSG00000236977,0,0,0,0,0,0,0,0
ENSG00000236978,0,0,0,0,0,0,0,0
ENSG00000236980,0,1,0,0,0,0,0,0
ENSG00000236981,0,0,0,0,0,0,0,0
ENSG00000236982,0,0,0,0,0,0,0,0
ENSG00000236983,0,0,0,0,0,0,0,0
